3576.3,7.94,370.1,101.8,101.8,53.0,103.2,32.5,214.704,93.6,801.0,0.6694490579710143,2.78,311.9094
3576.3,9.53,364.6,101.3,102.4,58.8,103,38.6,290.594,92.9,801.0,0.6694490579710143,3.7,288.6003
3576.3,11.11,357.1,101.6,100.6,63.6,102.6,43.4,368.042,91.4,801.0,0.6694490579710143,4.52,248.7906
3576.3,12.7,347.4,98.4,99.0,64.7,102,46.1,434.663,89.2,801.0,0.6694490579710143,5.22,223.5591
3576.3,14.29,337.69999999999993,99.2,99.5,64.0,104.4,49.9,483.283,89.7,801.0,0.6694490579710143,5.77,215.1486
3576.3,9.53,286.4,106.36166898470155,106.19,57.5,102.64,38.979712100139054,251.7,90.7,789.8,0.675,3.08,241.130793707915
3667,7.94,354.333525,102.93200404858312,101.56548387096784,56.0,105.3,32.99727530364374,234.85742914979755,100.9,787.0,0.659,0,188.0
3667,9.53,350.20000000000005,103.18690228690187,103.32258064516141,61.0,105.2,39.06092099792096,326.22444906444906,100.1,787.0,0.659,0,178.0
3667,11.11,344,105.67149877149868,105.58870967741944,65.0,105.2,44.89659213759216,429.7228501228501,102.0,787.0,0.659,0,169.0
3667,12.7,336.70000000000005,108.10006302521013,108.1448387096775,42.0,105.1,49.839871848739456,532.283025210084,103.8,787.0,0.659,0,162.0
3579,7.94,365.86,103.4714148857772,101.42032258064515,52.0,105.9,28.092309506263728,243.63669859985262,93.2,793.7,0.661,0,230.0
3579,9.53,342.27,103.20046587926512,104.17999999999986,58.0,105.7,35.09973359580054,313.8510498687664,92.0,793.7,0.661,0,201.0
3579,11.11,312.27,103.18711137581893,102.99999999999994,61.0,105.2,41.11381596188213,395.0005955926147,93.7,793.7,0.661,0,172.0
3579,12.7,291.74,103.22992846193262,103.91741935483866,62.0,104.5,44.143173224322894,435.0373019928462,89.6,793.7,0.661,0,157.0
3579,14.29,263.03,107.3775597092424,107.53666666666662,63.0,103.4,49.75384527518173,494.5908618899273,90.3,793.7,0.661,0,141.0
3582.5,9.53,292,105.507978385251,105.03,56.0,104.6,37.79177942212822,273.4,92.1,783.0,0.672,0,172.0
3653,7.94,440.5,108.88643532338311,99.16735483870968,37.0,105.42,16.204686069651743,310.7806417910448,99.4,798.0,0.654,4.23,385.415949386802
3653,9.53,388.7,89.65283935242846,86.74719354838712,48.0,105.32,22.031063511830656,375.366899128269,99.7,798.0,0.654,4.71,295.5028799822254
